TransactionID,OrderDate,TransactionDate,ShippingDate,CustomerID,ProductID,SKU,StoreID,Warehouse,Country,City,SalesChannel,PaymentMethod,OrderStatus,Quantity,UnitPrice,GrossSales,DiscountPct,DiscountAmount,NetSales,COGS,ShippingCost,ShippingMethod,DeliveryDays,MarketingCost,CampaignID,CampaignName,ReturnFlag,ReturnReason,CancellationFlag,NewVsReturning,InventoryLevel,StockStatus,ProductRating,CustomerSegment,AgeGroup,Gender,AcquisitionSource,LoyaltyTier,ProductName,Brand,ProductCategory,ProductSubcategory,SkinConcern,ProductSizeML,UnitCost,ProductLaunchDate
T901418,"September 16, 2022",16/09/2022,"September 21, 2022",C500143,P1098,LW-EC-SUN-1098,S112,WH-CHI-MAIN,China,Beijing,B2B,Bank Transfer,Completed,12,14.04,$168.48,20,33.7,134.78,48.96,13.22,Freight (B2B),8,1.37,CMP0014,9.9 Super Sale 2022,No,N/A,No,Returning,723,In Stock,,Premium,35-44,Woman,Email Campaign,Silver,Velvet Essence Sun Cushion (50ml),EcoPure,Sunscreen,Sun Cushion,General Care,50,4.08,01/03/2022
T908839,16/05/2023,16/05/2023,19/05/2023 0:00,C501838,P1023,LW-HE-ANT-1023,ONLINE,WH-SOU-MAIN,South Korea,Incheon,E-commerce,Credit Card,Processing,2,20.03,40.06,0,0,40.06,12.82,6.74,Standard,5,0,,,No,Unknown,No,New,742,In Stock,,VIP,55+,Female,Influencer,Bronze,Silk Bloom Firming Serum (15ml),Herbal Roots,Anti-Aging,Firming Serum,Uneven Texture,15,6.41,28/01/2020
T908814,06/12/2024,06/12/2024,12/12/2024,C500382,P1056,LW-CL-BOD-1056,ONLINE,WH-PHI-MAIN,Philippines,  Cebu City,Social Commerce,Debit Card,Completed,2,25.56,51.12,0,0,51.12,18.86,$8.94,Standard,7,0,,N/A,No,N/A,No,Returning,491,In Stock,,Mass,45 - 54,Female,Marketplace Search,Gold,Luminous Shield Hand Cream (400ml),ClearDerm,Body Care,Hand Cream,Redness,400,9.43,06/12/2023
T915298,10-Dec-23,10-Dec-23,17/12/2023,C501106,P1029,LW-HE-ANT-1029,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,online store,Credit Card,Pending,1,168.32,168.32,0,0,168.32,43.52,6.84,Express,10,0,,,No,-,No,Returning,488,In Stock,,Mass,25-34,Male,Distributor B2B,Bronze,Silk Essence Wrinkle Cream (100ml),Herbal Roots,Anti-Aging,Wrinkle Cream,Acne,100,43.52,02/07/2020
T922494,10/15/2024,15/10/2024,16/10/2024,,P1080,LW-AU-MOI-1080,ONLINE,WH-VIE-MAIN,Vietnam,Hanoi,E-commerce,Store Credit,Completed,3,145.06,435.18,0,0,435.18,129.3,6.16,Express,2,0,,,No,-,No,Returning,387,In Stock,5,Mass,25-34,Female,Distributor B2B,Bronze,Silk Ritual Emulsion (250ml),Aurora Prestige,Moisturizer,Emulsion,General Care,250,43.1,12/01/2024
T902527,11/08/2022,08/11/2022,,C502206,P1103,LW-EC-TON-1103,S120,WH-VIE-HAN,Vietnam,Hanoi,Retail Store,Credit Card,Completed,1,$52.70,52.7,0,$0.00,52.7,19.88,0,Store Pickup,0,0,,N/A,No,N/A,No,New,507,In Stock,,Premium,25-34,Male,Email Campaign,None,Aqua Petal Essence Toner (400ml),EcoPure,Toner,Essence Toner,Oiliness,400,19.88,24/07/2022
T903808,10/08/2023,10/08/2023,11/08/2023,C501961,P1009,LW_SE_ANT_1009,ONLINE,WH-PHI-MAIN,Philippines,Manila,Social Commerce,Credit Card,Completed,1,124.19,124.19,0,0,124.19,48.14,4.88,Express,2,0,,None,No,-,No,Returning,109,In Stock,,Mass,35-44,female,Referral,Bronze,Renew Lift Firming Serum (100ml),Seoul Glow,Anti-Aging,Firming Serum,General Care,100,48.14,13/06/2023
T904866,14/02/2021,"February 14, 2021","February 19, 2021",C504905,P1107,LW-EC-ACN-1107,ONLINE,WH-PHI-MAIN,Philippines,Manila,SOCIAL COMMERCE,Debit Card,Completed,1,126.43,126.43,0,0,126.43,40.89,2.77,Express,7,0,,-,No,Unknown,No,Returning,794,In Stock,3,Mass,45-54,Female,Retail Walk-in,Platinum,Soothe Recovery Spot Treatment (200ml),EcoPure,Acne Care,Spot Treatment,Redness,200,40.89,11/03/2020
T901573,11/09/2021 0:00,11/09/2021,16/09/2021,C505727,P1071,LW-CL-FAC-1071,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,Ecommerce,Bank Transfer,Completed,2,$11.49,22.98,0,0,22.98,5.96,8,Express,6,1.82,CMP0041,Retargeting - All Markets 2021,No,-,No,Returning,441,In Stock,4,Premium,25-34,Woman,Paid Social,Silver,Botanical Petal Sleeping Pack (30ml),ClearDerm,Face Mask,Sleeping Pack,Oiliness,30,2.98,01/08/2021
T904851,"January 13, 2023",13-Jan-23,14/01/2023,C504966,P1051,LW-CL-FAC-1051,ONLINE,WH-THA-MAIN,Thailand,Bangkok,E-commerce,Digital Wallet,Completed,4,18.49,73.96,0,0,73.96,19,5.58,Standard,5,0,,N/A,No,Unknown,No,New,296,In Stock,2,Mass,55 and above,Other,Distributor B2B,None,Fresh Ritual Peel-off Mask (50ml),ClearDerm,Face Mask,Peel-off Mask,Uneven Texture,50,4.75,01/07/2019
T907487,20/06/2022,20/06/2022,,C501652,P1039,LW-HE-CLE-1039,S122,WH-PHI-MAN,Philippines,Cebu City,Retail,Cash on Delivery,Completed,4,7,28,0,0,28,8.48,0,Store Pickup,0,0,,,No,Unknown,No,New,624,In Stock,,Mass,25-34,Female,Influencer,None,Dewy Ritual Cleansing Balm (50ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,50,2.12,03/06/2020
T910557,11/06/2023,06-Nov-23,10/11/2023,C503194,P1038,LW-HE-CLE-1038,ONLINE,WH-SOU-MAIN,South Korea,Seoul,E-commerce,Credit Card,Completed,1,19.91,19.91,0%,0,19.91,5.38,6.51,Standard,5,0,,None,No,-,No,Returning,754,In Stock,,Premium,18-24,Female,Distributor B2B,Silver,Dewy Ritual Cleansing Balm (150ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,150,5.38,03/06/2020
T915711,21-Apr-21,21/04/2021,,C505122,P1023,LW-HE-ANT-1023,S130,WH-IND-JAK,Indonesia,Jakarta,Retail Store,Credit Card,Completed,3,20.03,60.09,0,0,60.09,19.23,0,Store Pickup,0,0,,,No,,No,New,99,In Stock,3,Mass,35 - 44,Male,Retail Walk-in,Bronze,Silk Bloom Firming Serum (15ml),Herbal Roots,Anti-Aging,Firming Serum,Uneven Texture,15,6.41,28/01/2020
T903404,"November 25, 2022",25/11/2022,,C504948,P1082,LW-AU-CLE-1082,S102,WH-SOU-BUS,South Korea,Busan,retail store,Digital Wallet,Completed,3,70.21,210.63,0,$0.00,210.63,54.63,0,Store Pickup,0,0,,-,No,N/A,No,Returning,712,In Stock,4,Mass,25-34,Female,Paid Social,Bronze,Dewy Recovery Cleansing Balm (200ml),Aurora Prestige,Cleanser,Cleansing Balm,Redness,200,18.21,24/03/2020
T918582,02/23/2024,23/02/2024,"February 26, 2024",C503842,P1074,LW-AU-EYE-1074,ONLINE,WH-SIN-MAIN,Singapore,Singapore,Online Marketplace,Store Credit,Completed,1,1575.11,1575.11,0,0,1575.11,556.59,2.59,Express,8,0,,N/A,No,,No,Returning,413,In Stock,,Mass,25-34,Male,Distributor B2B,Silver,Aqua Lift Eye Patch (400ml),Aurora Prestige,Eye Care,Eye Patch,Oiliness,400,556.59,02/09/2019
T901450,"April 24, 2023",24/04/2023,,C503747,P1095,LW-EC-ANT-1095,S123,WH-PHI-CEB,Philippines,Cebu City,Retail Store,Bank Transfer,Completed,3,369.04,1107.12,0,0,1107.12,333.69,0,Store Pickup,0,0,,None,No,,No,Returning,497,In Stock,4,Mass,55+,Female,Marketplace Search,Bronze,Silk Complex Collagen Ampoule (250ml),EcoPure,Anti-Aging,Collagen Ampoule,Uneven Texture,250,111.23,14/10/2021
T911292,30/09/2024,30/09/2024,10/02/2024,C504827,P1037,LW-HE-CLE-1037,ONLINE,WH-IND-MAIN,Indonesia,Surabaya,Online Marketplace,Credit Card,Completed,2,12.78 USD,25.56,0%,0,25.56,8.92,8.27,Express,4,0,,-,No,,No,Returning,687,In Stock,,Premium,18-24,female,Distributor B2B,Bronze,Dewy Ritual Cleansing Balm (100ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,100,4.46,03/06/2020
T920022,"May 29, 2023",05/29/2023,05/06/2023,C502923,P1118,LW-EC-SER-1118,ONLINE,WH-SIN-MAIN,Singapore,Singapore,Online Marketplace,Digital Wallet,Completed,3,226,678,0,0,678,274.77,7.21,Standard,11,0,,,No,-,No,New,367,In Stock,,Mass,25-34,FEMALE,Influencer,Gold,Botanical Balance Brightening Serum (250ml),EcoPure,Serum,Brightening Serum,Sensitivity,250,91.59,27/05/2021
T911072,28/08/2024,28/08/2024,,C501222,,,S125,WH-MAL-KUA,Malaysia,Penang,Retail,Credit Card,Completed,1,6.37,6.37,0,0,6.37,1.86,0,Store Pickup,0,0,,,No,,No,Returning,457,In Stock,,Premium,25-34,Other,Influencer,Gold,Fresh Shield Wash-off Mask (15ml),Seoul Glow,Face Mask,Wash-off Mask,Hyperpigmentation,15,1.86,21/03/2023
T913764,05/27/2023,27/05/2023,02/06/2023,C503784,P1113,LW-EC-EYE-1113,ONLINE,WH-JAP-MAIN,Japan,Nagoya,e-commerce,Bank Transfer,Completed,4,202.29,809.16,15,121.37,687.79,204.76,4.48,Standard,11,0,,,No,-,No,Returning,787,In Stock,,Mass,35 - 44,Other,Affiliate,Bronze,Fresh Balance Eye Cream (100ml),EcoPure,Eye Care,Eye Cream,Aging/Wrinkles,100,51.19,09/04/2023
T917837,21-Sep-24,21/09/2024,,C502591,P1035,LW_HE_BOD_1035,S102,WH-SOU-BUS,South Korea,Busan,Retail Store,Digital Wallet,Completed,4,4.75,19,0,0,19,6.28,0,Store Pickup,0,0,CMP0085,Retargeting - South Korea 2024,No,Unknown,No,Returning,284,In Stock,5,Premium,18-24,  Female,Email Campaign,Silver,Velvet Recovery Body Lotion (50ml),Herbal Roots,Body Care,Body Lotion,Uneven Texture,50,1.57,08/06/2022
T906263,17/01/2021,17/01/2021,01/18/2021,C502544,P1082,LW-AU-CLE-1082,ONLINE,WH-VIE-MAIN,Vietnam,Hanoi,E-commerce,Cash on Delivery,Completed,1,70.21,70.21,0,0,70.21,18.21,$8.21,Express,2,0,,,No,Unknown,No,Returning,192,In Stock,,Premium,35-44,Female,Marketplace Search,Bronze,Dewy Recovery Cleansing Balm (200ml),Aurora Prestige,Cleanser,Cleansing Balm,Redness,200,18.21,24/03/2020
T903694,04/10/2024,10/04/2024,11/04/2024 0:00,C502439,P1121,LW-EC-ACN-1121,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,E-commerce,Cash on Delivery,Completed,4,$44.00,176,0,0,176,46.64,8,Standard,4,0,,,No,N/A,No,Returning,204,In Stock,4,Mass,25-34,Woman,Email Campaign,None,Calm Shield Purifying Gel (50ml),EcoPure,Acne Care,Purifying Gel,Oiliness,50,11.66,11/10/2022
T900881,11/14/2021,11/14/2021,11/11/2021,C500571,P1094,LW-AU-ACN-1094,S121,WH-VIE-MAIN,Viet Nam,Ho Chi Minh City,Distributor,Bank Transfer,Completed,12,15.3,183.6,0,0,183.6,69.36,17.58,Freight (B2B),6,0,,,No,,No,Returning,89,In Stock,,Mass,25-34,F,Marketplace Search,Silver,Crystal Shield Spot Treatment (15ml),Aurora Prestige,Acne Care,Spot Treatment,Acne,15,5.78,10/10/2020
T920344,12/08/2022,12-Aug-22,08/13/2022,C503176,P1048,LW-CL-FAC-1048,S118,WH-THA-MAIN,Thailand,Chiang Mai,Distributor,Bank Transfer,Completed,12,70.48 USD,845.76,0,$0.00,845.76,252.12,12.38,Freight (B2B),6,0,,N/A,No,,No,New,248,In Stock,,Mass,25-34,Female,Marketplace Search,Bronze,Silk Bloom Sleeping Pack (250ml),ClearDerm,Face Mask,Sleeping Pack,Aging/Wrinkles,250,21.01,25/02/2021
T921976,09/11/2021 0:00,11/09/2021,15/11/2021 0:00,C500301,P1085,LWAUEYE1085,ONLINE,WH-CHI-MAIN,China,Guangzhou,Online Marketplace,  Credit Card,Completed,1,431.42,431.42,0,0,431.42,134.8,1.86,Standard,11,0,,N/A,No,,No,Returning,697,In Stock,4,Mass,45-54,Female,Retail Walk-in,Bronze,Tender Lift Eye Patch (100ml),Aurora Prestige,Eye Care,Eye Patch,Dryness,100,134.8,11/05/2020
T923149,04-Dec-24,"December 04, 2024",,C502625,P1092,LW-AU-MOI-1092,S101,WH-SOU-SEO,South Korea,Busan,Retail Store,Digital Wallet,Completed,2,109.48,218.96,0,0,218.96,55.38,0,Store Pickup,0,0,,,No,-,No,New,108,In Stock,,Mass,35-44,Female,Distributor B2B,Silver,Silk Balance Gel Cream (150ml),Aurora Prestige,MOISTURIZER,Gel Cream,Sensitivity,150,27.69,05/09/2019
T917078,25/07/2022,25-Jul-22,07/29/2022,C504459,P1101,LW-EC-MOI-1101,S118,WH-THA-MAIN,Thailand,Chiang Mai,Distributor,Bank Transfer,Returned,6,16.38,98.28,0,0,98.28,30.48,7.34,Freight (B2B),5,0,,-,Yes,Product Damaged in Transit,No,Returning,481,In Stock,,Mass,25-34,Male,Distributor B2B,None,Calm Barrier Emulsion (50ml),EcoPure,Moisturizer,Emulsion,Aging/Wrinkles,50,5.08,20/05/2019
T914340,31/03/2022,31/03/2022,,C500797,P1026,LW-HE-SUN-1026,S128,WH-SIN-SIN,Singapore,Singapore,Retail Store,Credit Card,Pending,1,16.35,16.35,15,2.45,13.9,4.37,0,Store Pickup,0,0,,,No,-,No,Returning,650,In Stock,,Mass,25-34,Female,Influencer,Bronze,Luminous Essence Sun Cream (50ml),Herbal Roots,Sunscreen,Sun Cream,Pores,50,4.37,15/02/2022
T901606,"December 01, 2021",01-Dec-21,02-Dec-21,C506863,P1037,LW-HE-CLE-1037,S112,WH-CHI-MAIN,China,Beijing,Distributor,Bank Transfer,Completed,36,12.78,460.08,0,0,460.08,160.56,51.56,Freight (B2B),5,0,,None,No,Unknown,No,Returning,136,In Stock,4,Mass  ,25-34,Female,Paid Social,Gold,Dewy Ritual Cleansing Balm (100ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,100,4.46,03/06/2020
T909139,05/01/2022,01-May-22,05/05/2022,C506435,P1026, LW-HE-SUN-1026 ,ONLINE,WH-TAI-MAIN,taiwan,Kaohsiung,E-commerce,Digital Wallet,Completed,1,16.35,16.35,0,0,$16.35,$4.37,4.14,Standard,7,0,,N/A,No,-,No,New,312,In Stock,,Mass,18-24,Female,Email Campaign,None,Luminous Essence Sun Cream (50ml),Herbal Roots,Sunscreen,Sun Cream,Pores,50,4.37,15/02/2022
T905276,06/27/2024,27-Jun-24,03-Jul-24,C501934,P1005,LW-SE-CLE-1005,S127,WH-MAL-MAIN,Malaysia,Penang,Distributor,Bank Transfer,Processing,24,$4.39,105.36,0,0,105.36,36.96,37.79,Freight (B2B),8,0,,N/A,No,N/A,No,New,270,In Stock,,Mass,18-24,Female,Email Campaign,Bronze,Dewy Barrier Cleansing Balm (30ml),Seoul Glow,Cleanser,Cleansing Balm,Pores,30,1.54,20/11/2021
T908836,11/04/2022,11-Apr-22,14/04/2022,C506049,P1020,LW-SE-TON-1020,ONLINE,WH-PHI-MAIN,Philippines,CEBU CITY,Social Commerce,Credit Card,Returned,1,32.57,32.57,0,0,32.57,10.34,8.8,Standard,6,0,,,Yes,Changed Mind,No,Returning,654,In Stock,,Premium,18-24,  Female,Marketplace Search,None,Silk Barrier Hydrating Toner (200ml),Seoul Glow,Toner,Hydrating Toner,Dryness,200,10.34,25/02/2022
T918775,10/02/2021,10/02/2021,11/02/2021,C506466,P1074,LW-AU-EYE-1074,ONLINE,WH-SOU-MAIN,South Korea,Incheon,E-commerce,Store Credit,Completed,3,1575.11,4725.33,5,236.27,"$4,489.06",1669.77,6.47,Express,5,0,,None,No,-,No,Returning,376,In Stock,,Premium,18-24,male,Affiliate,Bronze,Aqua Lift Eye Patch (400ml),Aurora Prestige,Eye Care,Eye Patch,Oiliness,400,556.59,02/09/2019
T908652,06/11/2022,06/11/2022,"November 08, 2022",C502463,P1083,LW-AU-ACN-1083,ONLINE,WH-SOU-MAIN,South Korea,Busan,Online Marketplace,Digital Wallet,Completed,1,45.77,45.77,0,0,45.77,14.19,8.95,Express,4,0,,-,No,,No,Returning,20,Low Stock,4,Mass,18-24,Female,Referral,None,Aqua Balance Purifying Gel (30ml),Aurora Prestige,Acne Care,Purifying Gel,Oiliness,30,14.19,08/08/2021
T917932,22/07/2021,22/07/2021 0:00,28/07/2021,C500870,P1038, LW-HE-CLE-1038 ,S104,WH-SOU-MAIN,South Korea,Incheon,Distributor,Bank Transfer,Completed,12,19.91,238.92,0,0,238.92,64.56,11.79,Freight (B2B),7,0,,,No,N/A,No,Returning,710,In Stock,2,Mass,25-34,,Paid Social,None,Dewy Ritual Cleansing Balm (150ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,150,5.38,03/06/2020
T922513,31/03/2022,03/31/2022,"April 07, 2022",C501120,P1005,LW-SE-CLE-1005,ONLINE,WH-CHI-MAIN,China,Shanghai,online store,Digital Wallet,Completed,1,4.39,4.39,0,0,4.39,1.54,7.2,Express,12,0,,,No,N/A,No,Returning,626,In Stock,,VIP,45-54,Female,Affiliate,None,Dewy Barrier Cleansing Balm (30ml),Seoul Glow,Cleanser,Cleansing Balm,Pores,30,1.54,20/11/2021
T906606,30/12/2021,30/12/2021,03/01/2022,C502388,P1011,lw-se-bod-1011,ONLINE,WH-VIE-MAIN,Vietnam,Hanoi,  E-commerce,Cash on Delivery,Returned,1,43.88,43.88,0,0,43.88,13.5,6.16,Standard,5,0,,N/A,Yes,Arrived Too Late,No,New,343,In Stock,,Premium,18-24,Female,Referral,Bronze,Tender Recovery Hand Cream (400ml),Seoul Glow,Body Care,Hand Cream,Aging/Wrinkles,400,13.5,18/12/2020
T908495,21/11/2022,11/21/2022,27/11/2022,C500355,P1107,LW-EC-ACN-1107,ONLINE,WH-CHI-MAIN,China,Beijing,Online Marketplace,Debit Card,Processing,2,126.43,252.86,0,0,252.86,81.78,7.09,Express,10,0,,N/A,No,Unknown,No,Returning,86,In Stock,,Mass,55 and above,Female,Affiliate,Silver,Soothe Recovery Spot Treatment (200ml),EcoPure,Acne Care,Spot Treatment,Redness,200,40.89,11/03/2020
T902150,07/08/2023 0:00,07/08/2023,13/08/2023 0:00,C503962,P1097,LW-EC-ANT-1097,ONLINE,WH-VIE-MAIN,Vietnam,Ho Chi Minh City,E-commerce,Credit Card,Completed,4,551.82,2207.28,0,0,2207.28,857.52,6.72,Standard,8,0,,N/A,No,N/A,No,New,77,In Stock,,Mass,45-54,female,Distributor B2B,Bronze,Silk Complex Collagen Ampoule (400ml),EcoPure,ANTI-AGING,Collagen Ampoule,Uneven Texture,400,214.38,14/10/2021
T903589,"December 05, 2022",05/12/2022,04/12/2022,C502275,P1019,LW-SE-TON-1019,ONLINE,WH-IND-MAIN,Indonesia,Surabaya,E-commerce,Digital Wallet,Completed,2,3.51,7.02,15,1.05,5.97,1.8,2.93,Express,4,0.9,CMP0054,Influencer Collab - All Markets 2022,No,Unknown,No,Returning,658,In Stock,,Mass,25-34,Female,Affiliate,None,Silk Barrier Hydrating Toner (15ml),Seoul Glow,Toner,Hydrating Toner,Dryness,15,0.9,25/02/2022
T910742,30-Apr-21,30/04/2021,04/05/2021,C503759,P1048,LW-CL-FAC-1048,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,Social Commerce,Credit Card,Completed,1,70.48,70.48,0,0,70.48,21.01,5.1,Standard,9,0,,,No,N/A,No,Returning,731,In Stock,,Premium,35-44,Woman,Distributor B2B,None,Silk Bloom Sleeping Pack (250ml),ClearDerm,Face Mask,Sleeping Pack,Aging/Wrinkles,250,21.01,25/02/2021
T903043,"September 03, 2022",03/09/2022,,C503908,P1020,LW-SE-TON-1020,S120,WH-VIE-HAN,Vietnam,Ho Chi Minh City,Retail Store,Store Credit,Completed,4,32.57,130.28,0,0,130.28,41.36,0,Store Pickup,0,0,CMP0051,Flash Sale - All Markets 2022,No,,No,Returning,659,In Stock,5,Mass,35-44,Male,Distributor B2B,None,Silk Barrier Hydrating Toner (200ml),Seoul Glow,Toner,Hydrating Toner,Dryness,200,10.34,25/02/2022
T920296,04/08/2024,04-Aug-24,08/08/2024,N/A,P1015,LW-SE-FAC-1015,ONLINE,WH-JAP-MAIN,Japan,Tokyo,E-commerce,Cash on Delivery,Completed,1,6.94,6.94,0,0,6.94,2.23,2.11,Standard,7,0,,-,No,Unknown,No,Returning,158,In Stock,,Premium,18-24,Female,Organic Search,Bronze,Botanical Essence Sheet Mask (15ml),Seoul Glow,Face Mask,Sheet Mask,Sensitivity,15,2.23,17/05/2023
T912485,02/10/2024,02/10/2024,10/09/2024,C502856,P1021,LW-SE-BOD-1021,S132,WH-IND-MAIN,Indonesia,Surabaya,Distributor,Bank Transfer,Processing,12,22.49,269.88,0,0,269.88,102,12.12,Freight (B2B),12,0,,,No,N/A,No,Returning,584,In Stock,,mass,18-24,Female,Retail Walk-in,Bronze,Revive Infusion Body Scrub (250ml),Seoul Glow,Body Care,Body Scrub,Aging/Wrinkles,250,8.5,17/08/2022
T920147,10/15/2024,15/10/2024,19/10/2024,C502145,P1087,LW-AU-ANT-1087,S115,WH-TAI-MAIN,Taiwan,Kaohsiung,Distributor,Bank Transfer,Completed,36,382.47,13768.92,10,1376.89,12392.03,5815.8,56.23,Freight (B2B),9,0,,N/A,No,Unknown,No,Returning,241,In Stock,,Premium,55+,Female,Affiliate,Bronze,Silk Infusion Firming Serum (150ml),Aurora Prestige,Anti-Aging,Firming Serum,Acne,150,161.55,16/12/2023
T906459,25/07/2022 0:00,25/07/2022,,C502791,P1066,LW-CL-ACN-1066,S128,WH-SIN-SIN,Singapore,Singapore,Retail Store,Store Credit,Completed,1,60.61,60.61,0,0,60.61,20.57,0,Store Pickup,0,0,,None,No,,No,Returning,665,In Stock,5,Mass,35-44,Female,Referral,None,Silk Root Spot Treatment (150ml),ClearDerm,Acne Care,Spot Treatment,Sensitivity,150,20.57,08/03/2019
T918727,"July 29, 2024",07/29/2024,01-Aug-24,C505610,P1026,LW-HE-SUN-1026,S118,WH-THA-MAIN,Thailand,Bangkok,Wholesale,Bank Transfer,Returned,12,16.35,196.2,10,19.62,176.58,52.44,17.76,Freight (B2B),5,0,,N/A,Yes,Price Match Found Elsewhere,No,New,745,In Stock,,Premium,55+,Male,Retail Walk-in,Bronze,Luminous Essence Sun Cream (50ml),Herbal Roots,Sunscreen,Sun Cream,Pores,50,4.37,15/02/2022
T905878,07/27/2021,07/27/2021,,C504664,P1050,LW-CL-FAC-1050,S117,WH-THA-CHI,Thailand,Chiang Mai,Retail Store,Credit Card,Completed,3,33.05,99.15,0,0,99.15,27.15,0,Store Pickup,0,0,,N/A,No,Unknown,No,New,356,In Stock,,Mass,18-24,Female,Organic Search,Silver,Fresh Ritual Peel-off Mask (100ml),ClearDerm,Face Mask,Peel-off Mask,Uneven Texture,100,9.05,01/07/2019
T901064,29/08/2023,29-Aug-23,30/08/2023,C500046,P1100,LW-EC-ACN-1100,ONLINE,WH-SOU-MAIN,S. Korea,Seoul,E-commerce,Credit Card,Completed,3,8.79,26.37,0,0,26.37,10.32,6.19,Express,6,0,,,No,,No,Returning,312,In Stock,,Premium,35-44,Male,Distributor B2B,Silver,Silk Root Blemish Serum (15ml),EcoPure,Acne Care,Blemish Serum,Dryness,15,3.44,26/05/2022
T901090,01-Feb-24,02/01/2024,02/04/2024,C500942,P1043,LW-HE-SER-1043,S108,WH-JAP-MAIN,Japan,Tokyo,Distributor,Bank Transfer,Completed,12,19.7,236.4,0,0,236.4,63.84,15.48,Freight (B2B),5,0,,N/A,No,N/A,No,Returning,438,In Stock,3,Mass,25-34,Female,Referral,None,Luminous Petal Repair Ampoule (15ml),Herbal Roots,Serum,Repair Ampoule,Hyperpigmentation,15,5.32,05/12/2019
T913184,04/08/2022,"April 08, 2022",04/15/2022,C507329,P1024,LW-HE-TON-1024,ONLINE,WH-IND-MAIN,Indonesia,Surabaya,Online Marketplace,Credit Card,Completed,3,46.07,138.21,0,0,138.21,58.32,5.35,Standard,12,0,,,No,Unknown,No,Returning,476,In Stock,,Mass,18-24,Female,Paid Social,None,Revive Petal Essence Toner (400ml),Herbal Roots,Toner,Essence Toner,Redness,400,19.44,26/08/2020
T911326,14/09/2022,14/09/2022,,C500889,P1032,LW-HE-FAC-1032,S117,WH-THA-CHI,Thailand,Chiang Mai,retail store ,Bank Transfer,Completed,3,4.01,12.03,0,0,12.03,4.98,0,Store Pickup,0,0,,,No,-,No,Returning,446,In Stock,5,Mass,25-34,Man,Paid Social,None,Tender Petal Sheet Mask (15ml),Herbal Roots,Face Mask,Sheet Mask,Dryness,15,1.66,03/03/2019
T918403,10-Apr-24,04/10/2024,"April 16, 2024",C503566,P1102,LW-EC-MOI-1102,ONLINE,WH-IND-MAIN,Indonesia,Jakarta,E-COMMERCE,Credit Card,Completed,3,3.22,9.66,0,0,9.66,3.99,1.98,Standard,8,0,,-,No,-,No,Returning,769,In Stock,,Premium,25-34,Female,Distributor B2B,Platinum,Calm Barrier Emulsion (15ml),EcoPure,Moisturizer,Emulsion,Aging/Wrinkles,15,1.33,20/05/2019
T902123,10/11/2021,10/11/2021,12/11/2021,C507208,P1074,LW-AU-EYE-1074,ONLINE,WH-MAL-MAIN,Malaysia,Kuala Lumpur,Online Marketplace,Digital Wallet,Returned,1,1575.11,1575.11,0,0,1575.11,556.59,6.54,Express,3,0,,N/A,Yes,Wrong Item Received,No,New,281,In Stock,,Premium,35-44,Female,Referral,None,Aqua Lift Eye Patch (400ml),Aurora Prestige,Eye Care,Eye Patch,Oiliness,400,556.59,02/09/2019
T909187,12/12/2021,12/12/2021,17/12/2021,C504721,P1084,LW-AU-EYE-1084,ONLINE,WH-JAP-MAIN,Japan,Nagoya  ,Online Marketplace,Credit Card,completed,2,184.93,369.86,30,110.96,258.9,113,7.38,Standard,10,1.06,CMP0008,12.12 Year End Sale 2021,No,-,No,Returning,188,In Stock,,Mass,35-44,Female,Marketplace Search,Gold,Tender Lift Eye Patch (50ml),Aurora Prestige,Eye Care,Eye Patch,Dryness,50,56.5,11/05/2020
T911342,20/11/2024,11/20/2024,24/11/2024,C501193,P1046,LW-HE-EYE-1046,ONLINE,WH-IND-MAIN,Indonesia,Jakarta,Online Marketplace,Store Credit,Completed,2,82.4,164.8,5,8.24,156.56,58.9,6.48,Standard,7,1.96,CMP0081,Retargeting - All Markets 2024,No,,No,Returning,647,In Stock,4,Premium,18-24,female,Paid Social,Bronze,Silk Lift Eye Serum (50ml),Herbal Roots,Eye Care,Eye Serum,Hyperpigmentation,50,29.45,06/01/2023
T919497,21/04/2023,21/04/2023 0:00,28-Apr-23,C500646,P1102,LW-EC-MOI-1102,ONLINE,WH-VIE-MAIN,vietnam,Hanoi,E-commerce,CASH ON DELIVERY,Returned,4,3.22,12.88,0,0,12.88,5.32,8.25,Standard,12,0,,,Yes,Product Damaged in Transit,No,Returning,659,In Stock,,Premium,35-44,Female,Retail Walk-in,None,Calm Barrier Emulsion (15ml),EcoPure,Moisturizer,Emulsion,Aging/Wrinkles,15,1.33,20/05/2019
